,date,county,state,fips,cases,yest,diff
95377,2021-03-28,Barnstable,Massachusetts,25001,11891,11806,85
95378,2021-03-28,Berkshire,Massachusetts,25003,5421,5390,31
95379,2021-03-28,Bristol,Massachusetts,25005,59378,59199,179
95380,2021-03-28,Dukes,Massachusetts,25007,936,930,6
95381,2021-03-28,Essex,Massachusetts,25009,88703,88521,182
95382,2021-03-28,Franklin,Massachusetts,25011,2190,2173,17
95383,2021-03-28,Hampden,Massachusetts,25013,45378,45225,153
95384,2021-03-28,Hampshire,Massachusetts,25015,8240,8225,15
95385,2021-03-28,Middlesex,Massachusetts,25017,121081,120686,395
95386,2021-03-28,Nantucket,Massachusetts,25019,1280,1278,2
95387,2021-03-28,Norfolk,Massachusetts,25021,49468,49282,186
95388,2021-03-28,Plymouth,Massachusetts,25023,43704,43569,135
95389,2021-03-28,Suffolk,Massachusetts,25025,83962,83704,258
95391,2021-03-28,Worcester,Massachusetts,25027,69904,69741,163
95390,2021-03-28,Unknown,Massachusetts,,37995,37827,168
